,Usia,Gender,Gaji,Jumlah Anak
2542,18,L,5-10jt,3
2543,35,L,5-10jt,2
2544,25,P,5-10jt,2
2545,35,L,3-5jt,1
2546,47,P,5-10jt,4
2547,38,P,3-5jt,2
2548,42,P,3-5jt,6
2549,57,L,1-3jt,5
2550,37,P,3-5jt,5
2551,46,L,1-3jt,6
2552,33,L,5-10jt,4
2553,60,L,5-10jt,3
2554,26,P,3-5jt,6
2555,58,L,3-5jt,1
2556,42,L,5-10jt,4
2557,45,P,3-5jt,2
2558,51,L,5-10jt,3
2559,40,P,1-3jt,5
2560,20,P,3-5jt,3
2561,49,P,5-10jt,5
2562,60,L,1-3jt,2
2563,25,P,5-10jt,4
2564,20,P,1-3jt,1
2565,58,L,3-5jt,1
2566,60,L,1-3jt,5
2567,46,P,3-5jt,6
2568,54,L,5-10jt,3
2569,37,L,3-5jt,1
2570,45,L,1-3jt,0
2571,40,P,5-10jt,4
2572,44,P,3-5jt,6
2573,32,P,3-5jt,2
2574,33,L,1-3jt,6
2575,49,L,3-5jt,0
2576,31,L,1-3jt,2
2577,54,L,3-5jt,3
2578,33,L,3-5jt,0
2579,30,L,1-3jt,6
2580,51,L,5-10jt,6
2581,56,L,1-3jt,1
2582,18,L,5-10jt,2
2583,53,P,3-5jt,1
2584,17,L,3-5jt,6
2585,25,P,5-10jt,3
2586,17,L,3-5jt,0
2587,44,P,3-5jt,3
2588,45,L,1-3jt,3
2589,17,L,3-5jt,6
2590,43,P,1-3jt,4
2591,20,L,5-10jt,2
2592,35,L,3-5jt,2
2593,30,L,1-3jt,3
2594,43,L,5-10jt,0
2595,30,P,1-3jt,5
2596,36,L,1-3jt,5
2597,30,L,3-5jt,3
2598,47,L,5-10jt,0
2599,38,P,5-10jt,0
2600,41,L,5-10jt,1
2601,36,L,5-10jt,0
2602,26,L,1-3jt,6
2603,50,L,5-10jt,2
2604,41,P,5-10jt,3
2605,22,P,5-10jt,6
2606,28,L,1-3jt,6
2607,58,P,5-10jt,4
2608,26,L,1-3jt,2
2609,36,L,5-10jt,0
2610,28,P,1-3jt,0
2611,26,L,5-10jt,0
2612,51,L,5-10jt,0
2613,44,P,3-5jt,1
2614,19,P,3-5jt,6
2615,37,L,1-3jt,1
2616,31,P,5-10jt,4
2617,35,P,1-3jt,0
2618,33,L,3-5jt,1
2619,30,P,3-5jt,6
2620,60,P,3-5jt,3
2621,58,L,1-3jt,5
2622,22,P,3-5jt,2
2623,42,P,1-3jt,0
2624,21,P,3-5jt,2
2625,45,P,5-10jt,3
2626,20,L,3-5jt,0
2627,49,P,3-5jt,0
2628,46,L,5-10jt,3
2629,20,L,5-10jt,4
2630,18,L,5-10jt,4
2631,49,L,5-10jt,4
2632,32,L,3-5jt,6
2633,32,P,3-5jt,3
2634,47,P,3-5jt,3
2635,33,P,3-5jt,1
2636,53,L,5-10jt,5
2637,27,L,3-5jt,6
2638,34,L,5-10jt,6
2639,45,P,3-5jt,5
2640,54,L,1-3jt,3
2641,35,P,1-3jt,5
2642,51,L,1-3jt,6
2643,24,P,3-5jt,4
2644,49,L,3-5jt,5
2645,22,P,1-3jt,3
2646,34,P,1-3jt,3
2647,42,P,3-5jt,4
2648,29,L,3-5jt,4
2649,39,L,5-10jt,6
2650,42,L,3-5jt,1
2651,28,P,5-10jt,3
2652,36,P,5-10jt,4
2653,38,L,3-5jt,6
2654,18,L,1-3jt,2
2655,48,P,3-5jt,6
2656,47,L,3-5jt,1
2657,26,L,1-3jt,4
2658,38,P,5-10jt,0
2659,33,L,3-5jt,1
2660,25,L,3-5jt,4
2661,55,P,1-3jt,4
2662,44,L,3-5jt,0
2663,39,L,3-5jt,3
2664,34,P,3-5jt,6
2665,42,L,3-5jt,4
2666,18,P,5-10jt,4
2667,43,P,3-5jt,4
2668,33,P,5-10jt,6
2669,49,P,5-10jt,4
2670,52,P,1-3jt,1
2671,44,L,3-5jt,2
2672,57,L,3-5jt,4
2673,20,P,3-5jt,5
2674,21,L,3-5jt,3
2675,27,L,3-5jt,2
2676,57,L,1-3jt,0
2677,49,L,1-3jt,2
2678,59,L,1-3jt,4
2679,53,L,3-5jt,3
2680,27,L,3-5jt,1
2681,52,P,5-10jt,5
2682,26,L,3-5jt,6
2683,29,L,3-5jt,3
2684,29,L,3-5jt,0
2685,25,P,5-10jt,3
2686,43,P,3-5jt,0
2687,52,P,1-3jt,1
2688,59,P,3-5jt,5
2689,37,P,3-5jt,3
2690,23,L,3-5jt,3
2691,27,P,5-10jt,1
2692,37,P,1-3jt,4
2693,17,L,1-3jt,2
2694,22,P,1-3jt,6
2695,42,L,5-10jt,4
2696,19,P,3-5jt,1
2697,50,P,3-5jt,0
2698,56,L,3-5jt,2
2699,17,P,1-3jt,1
2700,56,L,3-5jt,5
2701,39,P,3-5jt,5
2702,56,P,3-5jt,3
2703,48,L,3-5jt,4
2704,47,P,5-10jt,2
2705,50,L,3-5jt,0
2706,56,L,3-5jt,3
2707,21,L,3-5jt,0
2708,19,P,5-10jt,5
2709,59,L,5-10jt,6
2710,23,L,3-5jt,2
2711,58,L,1-3jt,5
2712,58,L,3-5jt,2
2713,50,P,5-10jt,4
2714,40,P,1-3jt,4
2715,45,P,1-3jt,0
2716,58,L,1-3jt,1
2717,43,L,5-10jt,6
2718,32,P,3-5jt,5
2719,45,L,1-3jt,2
2720,59,L,5-10jt,2
2721,56,P,3-5jt,5
2722,20,P,5-10jt,2
2723,53,L,5-10jt,5
2724,54,P,3-5jt,6
2725,25,P,5-10jt,1
2726,58,L,1-3jt,3
2727,31,P,5-10jt,0
2728,27,L,3-5jt,2
2729,34,P,5-10jt,0
2730,19,L,1-3jt,3
2731,56,L,1-3jt,4
2732,47,L,1-3jt,5
2733,46,P,3-5jt,2
2734,44,L,5-10jt,0
2735,41,P,1-3jt,1
2736,20,P,5-10jt,1
2737,41,P,3-5jt,6
2738,44,L,5-10jt,1
2739,37,L,5-10jt,2
2740,43,L,3-5jt,5
2741,48,P,5-10jt,1
2742,20,P,5-10jt,5
2743,53,P,3-5jt,6
2744,44,L,5-10jt,2
2745,45,L,5-10jt,5
2746,50,L,5-10jt,1
2747,56,L,5-10jt,1
2748,50,P,5-10jt,1
2749,25,L,3-5jt,3
2750,34,P,3-5jt,1
2751,36,L,3-5jt,0
2752,28,L,3-5jt,1
2753,29,P,1-3jt,5
2754,44,L,3-5jt,6
2755,51,P,1-3jt,1
2756,59,L,5-10jt,6
2757,27,P,3-5jt,5
2758,56,L,3-5jt,2
2759,36,L,1-3jt,4
2760,46,L,5-10jt,2
2761,51,P,5-10jt,0
2762,21,L,1-3jt,5
2763,31,P,5-10jt,3
2764,42,P,5-10jt,6
2765,37,L,1-3jt,3
2766,21,L,5-10jt,2
2767,32,P,1-3jt,1
2768,31,L,1-3jt,6
2769,22,L,3-5jt,1
2770,55,L,5-10jt,6
2771,54,L,1-3jt,1
2772,29,P,5-10jt,5
2773,53,P,3-5jt,2
2774,32,L,1-3jt,0
2775,59,P,1-3jt,5
2776,17,L,3-5jt,0
2777,37,P,5-10jt,5
2778,33,L,3-5jt,2
2779,44,L,5-10jt,4
2780,26,P,5-10jt,2
2781,58,L,1-3jt,0
2782,55,P,5-10jt,3
2783,46,L,5-10jt,6
2784,39,P,3-5jt,5
2785,23,P,1-3jt,4
2786,53,P,3-5jt,2
2787,40,L,5-10jt,5
2788,60,L,3-5jt,0
2789,41,L,3-5jt,2
2790,34,P,3-5jt,6
2791,23,L,1-3jt,3
2792,39,L,1-3jt,5
2793,32,P,5-10jt,2
2794,26,L,5-10jt,3
2795,31,P,1-3jt,4
2796,54,L,3-5jt,6
2797,39,L,5-10jt,2
2798,39,P,3-5jt,4
2799,56,L,1-3jt,6
2800,22,P,1-3jt,1
2801,21,P,5-10jt,2
2802,43,P,1-3jt,1
2803,50,L,3-5jt,2
2804,37,L,5-10jt,2
2805,40,L,3-5jt,4
2806,51,L,5-10jt,1
2807,40,L,5-10jt,3
2808,44,L,3-5jt,4
2809,23,L,3-5jt,4
2810,36,P,5-10jt,6
2811,19,L,3-5jt,2
2812,33,L,3-5jt,3
2813,19,P,3-5jt,2
2814,51,L,1-3jt,0
2815,57,L,3-5jt,0
2816,52,L,3-5jt,5
2817,55,L,5-10jt,5
2818,22,L,5-10jt,4
2819,43,L,3-5jt,1
2820,21,P,1-3jt,4
2821,23,P,1-3jt,1
2822,54,P,3-5jt,4
2823,22,L,3-5jt,5
2824,30,L,5-10jt,0
2825,20,L,3-5jt,0
2826,23,P,3-5jt,2
2827,42,L,5-10jt,5
2828,55,L,5-10jt,1
2829,32,P,3-5jt,5
2830,26,L,3-5jt,5
2831,53,P,3-5jt,3
2832,35,L,5-10jt,5
2833,18,P,1-3jt,6
2834,17,L,5-10jt,0
2835,58,P,5-10jt,6
2836,42,P,3-5jt,6
2837,58,P,1-3jt,3
2838,53,P,1-3jt,3
2839,20,L,3-5jt,4
2840,49,P,5-10jt,6
2841,28,P,5-10jt,2
2842,20,L,5-10jt,4
2843,42,P,1-3jt,6
2844,23,P,3-5jt,3
2845,55,L,1-3jt,0
2846,46,P,5-10jt,4
2847,17,L,1-3jt,0
2848,32,L,1-3jt,6
2849,58,P,5-10jt,1
2850,33,P,3-5jt,1
2851,38,L,3-5jt,4
2852,27,P,3-5jt,2
2853,45,P,1-3jt,6
2854,45,L,5-10jt,1
2855,24,P,5-10jt,2
2856,45,P,5-10jt,2
2857,47,P,1-3jt,2
2858,20,L,5-10jt,1
2859,43,L,1-3jt,4
2860,19,P,5-10jt,1
2861,48,L,1-3jt,2
2862,38,P,1-3jt,4
2863,30,P,3-5jt,1
2864,20,L,5-10jt,1
2865,38,P,5-10jt,4
2866,60,P,5-10jt,1
2867,48,P,1-3jt,0
2868,58,L,3-5jt,4
2869,22,P,1-3jt,0
2870,52,L,1-3jt,6
2871,21,L,5-10jt,3
2872,23,P,3-5jt,2
2873,43,L,3-5jt,4
2874,41,P,1-3jt,0
2875,40,P,1-3jt,1
2876,21,P,5-10jt,1
2877,36,L,3-5jt,1
2878,57,P,3-5jt,6
2879,26,L,1-3jt,2
2880,26,L,1-3jt,6
2881,24,P,1-3jt,4
2882,44,L,1-3jt,0
2883,46,P,1-3jt,2
2884,34,L,5-10jt,3
2885,42,P,1-3jt,0
2886,38,P,5-10jt,0
2887,28,L,5-10jt,5
2888,20,L,5-10jt,1
2889,19,L,5-10jt,6
2890,22,L,1-3jt,2
2891,40,P,1-3jt,6
2892,20,L,1-3jt,0
2893,30,L,3-5jt,1
2894,22,P,5-10jt,3
2895,35,P,1-3jt,0
2896,21,L,3-5jt,5
2897,46,P,1-3jt,0
2898,46,P,5-10jt,1
2899,20,L,1-3jt,2
2900,52,L,1-3jt,0
2901,35,L,5-10jt,3
2902,36,P,1-3jt,4
2903,40,L,5-10jt,3
2904,55,L,3-5jt,3
2905,37,L,3-5jt,0
2906,26,L,5-10jt,1
2907,59,P,3-5jt,3
2908,44,P,3-5jt,2
2909,26,P,1-3jt,1
2910,26,P,1-3jt,3
2911,20,L,1-3jt,6
2912,17,P,3-5jt,6
2913,33,L,3-5jt,2
2914,29,L,3-5jt,4
2915,28,L,3-5jt,3
2916,48,P,5-10jt,2
2917,25,L,3-5jt,5
2918,27,P,3-5jt,1
2919,58,L,3-5jt,6
2920,52,P,5-10jt,6
2921,21,L,1-3jt,0
2922,29,L,3-5jt,0
2923,48,L,5-10jt,4
2924,29,P,3-5jt,3
2925,37,L,5-10jt,6
2926,33,L,3-5jt,1
2927,49,L,5-10jt,3
2928,56,L,3-5jt,2
2929,40,P,5-10jt,3
2930,28,P,3-5jt,4
2931,24,P,3-5jt,6
2932,27,P,1-3jt,6
2933,58,L,5-10jt,4
2934,34,P,3-5jt,6
2935,56,L,5-10jt,1
2936,19,L,3-5jt,3
2937,54,P,1-3jt,0
2938,26,P,3-5jt,3
2939,36,L,5-10jt,5
2940,39,P,3-5jt,0
2941,44,L,3-5jt,4
2942,20,P,1-3jt,1
2943,57,L,1-3jt,2
2944,21,P,3-5jt,6
2945,48,L,5-10jt,2
2946,29,P,3-5jt,1
2947,52,P,1-3jt,4
2948,32,L,5-10jt,0
2949,22,L,3-5jt,2
2950,23,P,1-3jt,3
2951,50,L,5-10jt,1
2952,54,P,1-3jt,3
2953,47,L,1-3jt,0
2954,46,L,3-5jt,0
2955,37,L,5-10jt,4
2956,48,P,1-3jt,4
2957,58,L,1-3jt,2
2958,44,L,3-5jt,4
2959,52,P,3-5jt,5
2960,42,P,3-5jt,6
2961,46,L,5-10jt,6
2962,25,P,5-10jt,1
2963,31,P,1-3jt,6
2964,38,L,1-3jt,1
2965,17,L,3-5jt,3
2966,58,P,3-5jt,6
2967,30,L,1-3jt,5
2968,37,P,1-3jt,2
2969,43,L,3-5jt,0
2970,41,P,3-5jt,0
2971,41,P,5-10jt,5
2972,60,L,5-10jt,1
2973,40,L,5-10jt,1
2974,52,P,5-10jt,5
2975,46,P,1-3jt,1
2976,58,L,5-10jt,4
2977,52,P,5-10jt,4
2978,21,P,1-3jt,2
2979,58,L,3-5jt,3
2980,31,P,1-3jt,4
2981,60,P,5-10jt,0
2982,22,L,3-5jt,6
2983,32,L,1-3jt,1
2984,60,P,3-5jt,5
2985,33,P,3-5jt,3
2986,53,L,5-10jt,5
2987,55,P,5-10jt,1
2988,25,P,3-5jt,0
2989,31,L,1-3jt,5
2990,57,L,5-10jt,5
2991,34,P,3-5jt,3
2992,57,L,5-10jt,1
2993,47,L,1-3jt,4
2994,51,L,3-5jt,3
2995,24,L,3-5jt,6
2996,34,L,1-3jt,3
2997,45,L,1-3jt,1
2998,23,L,3-5jt,3
2999,26,P,5-10jt,5
3000,58,L,5-10jt,3
3001,46,L,3-5jt,1
3002,35,L,1-3jt,6
3003,46,P,1-3jt,6
3004,60,L,1-3jt,6
3005,47,L,5-10jt,6
3006,26,L,5-10jt,0
3007,22,P,1-3jt,3
3008,41,L,5-10jt,4
3009,20,P,5-10jt,2
3010,58,L,3-5jt,0
3011,22,L,1-3jt,4
3012,32,P,1-3jt,3
3013,24,P,1-3jt,3
3014,25,P,5-10jt,6
3015,31,P,1-3jt,4
3016,51,L,3-5jt,5
3017,46,L,1-3jt,5
3018,46,P,3-5jt,2
3019,46,P,5-10jt,5
3020,31,L,5-10jt,3
3021,17,L,5-10jt,3
3022,53,P,5-10jt,2
3023,58,P,1-3jt,5
3024,44,P,5-10jt,5
3025,42,P,5-10jt,0
3026,48,P,3-5jt,2
3027,60,L,3-5jt,0
3028,53,L,1-3jt,5
3029,20,L,1-3jt,4
3030,54,L,1-3jt,1
3031,42,L,1-3jt,3
3032,38,L,3-5jt,4
3033,24,L,5-10jt,1
3034,27,L,3-5jt,0
3035,21,L,5-10jt,1
3036,25,P,3-5jt,3
3037,49,L,5-10jt,1
3038,40,L,5-10jt,0
3039,44,P,3-5jt,3
3040,22,L,3-5jt,0
3041,58,P,3-5jt,3
3042,50,P,3-5jt,5
3043,45,P,5-10jt,3
3044,50,L,3-5jt,4
3045,38,P,1-3jt,1
3046,36,P,1-3jt,2
3047,21,L,1-3jt,6
3048,34,P,5-10jt,6
3049,54,L,3-5jt,0
3050,34,P,1-3jt,0
3051,56,P,1-3jt,2
3052,45,L,3-5jt,5
3053,57,L,5-10jt,3
3054,22,L,1-3jt,5
3055,23,P,1-3jt,1
3056,42,L,5-10jt,6
3057,36,L,5-10jt,6
3058,58,L,3-5jt,1
3059,49,P,3-5jt,1
3060,38,L,3-5jt,1
3061,55,P,1-3jt,3
3062,48,L,1-3jt,6
3063,56,P,5-10jt,6
3064,50,L,1-3jt,6
3065,40,P,3-5jt,2
3066,27,L,3-5jt,4
3067,31,L,1-3jt,6
3068,48,L,3-5jt,1
3069,19,L,3-5jt,4
3070,60,L,5-10jt,3
3071,40,L,1-3jt,6
3072,20,P,5-10jt,1
3073,59,L,5-10jt,5
3074,56,L,3-5jt,0
3075,59,L,1-3jt,5
3076,49,L,3-5jt,4
3077,41,L,5-10jt,5
3078,52,P,1-3jt,1
3079,53,P,5-10jt,3
3080,39,P,5-10jt,0
3081,29,P,3-5jt,0
3082,32,L,5-10jt,2
3083,29,P,3-5jt,5
3084,25,P,1-3jt,5
3085,55,L,3-5jt,0
3086,49,P,5-10jt,6
3087,37,P,1-3jt,3
3088,23,L,1-3jt,6
3089,44,L,5-10jt,2
3090,42,P,5-10jt,3
3091,41,L,1-3jt,2
3092,20,P,1-3jt,1
3093,35,L,5-10jt,2
3094,20,P,1-3jt,6
3095,21,P,1-3jt,6
3096,59,P,5-10jt,5
3097,36,L,1-3jt,5
3098,22,P,3-5jt,3
3099,32,L,5-10jt,6
3100,17,L,1-3jt,1
3101,57,L,5-10jt,6
3102,28,L,1-3jt,3
3103,36,L,1-3jt,6
3104,56,P,3-5jt,6
3105,60,P,5-10jt,4
3106,17,P,1-3jt,4
3107,50,L,5-10jt,1
3108,46,L,3-5jt,1
3109,40,P,3-5jt,1
3110,36,L,1-3jt,0
3111,46,P,1-3jt,1
3112,30,P,3-5jt,6
3113,59,P,5-10jt,1
3114,20,P,5-10jt,1
3115,52,P,3-5jt,6
3116,20,P,5-10jt,2
3117,26,L,1-3jt,5
3118,44,P,5-10jt,5
3119,25,L,1-3jt,4
3120,39,L,5-10jt,6
3121,35,P,1-3jt,5
3122,40,P,3-5jt,2
3123,26,L,5-10jt,2
3124,39,L,3-5jt,4
3125,38,P,5-10jt,1
3126,30,L,5-10jt,3
3127,28,L,5-10jt,4
3128,59,L,5-10jt,0
3129,60,P,5-10jt,6
3130,37,P,3-5jt,6
3131,51,L,1-3jt,5
3132,19,L,5-10jt,3
3133,22,P,1-3jt,4
3134,27,L,1-3jt,2
3135,58,P,5-10jt,6
3136,58,L,5-10jt,4
3137,56,L,5-10jt,5
3138,28,L,5-10jt,2
3139,18,P,5-10jt,5
3140,37,L,5-10jt,5
3141,30,P,3-5jt,5
3142,46,L,1-3jt,3
3143,23,P,3-5jt,4
3144,59,P,1-3jt,6
3145,18,P,3-5jt,5
3146,48,L,1-3jt,4
3147,47,L,1-3jt,3
3148,56,L,3-5jt,4
3149,41,L,1-3jt,0
3150,44,P,5-10jt,2
3151,42,L,3-5jt,0
3152,40,P,5-10jt,0
3153,51,P,3-5jt,0
3154,50,P,5-10jt,6
3155,26,P,3-5jt,2
3156,38,L,1-3jt,5
3157,39,L,3-5jt,2
3158,33,P,1-3jt,1
3159,57,L,5-10jt,5
3160,24,L,1-3jt,2
3161,57,P,1-3jt,2
3162,36,P,5-10jt,1
3163,17,P,1-3jt,6
3164,17,P,3-5jt,1
3165,26,L,5-10jt,2
3166,26,P,1-3jt,4
3167,44,L,1-3jt,2
3168,41,P,3-5jt,5
3169,35,P,1-3jt,5
3170,43,P,5-10jt,6
3171,45,P,1-3jt,4
3172,53,P,3-5jt,5
3173,29,P,3-5jt,2
3174,35,P,5-10jt,0
3175,38,P,1-3jt,6
3176,22,P,3-5jt,3
3177,23,P,1-3jt,4
3178,60,L,1-3jt,6
3179,41,P,5-10jt,2
3180,57,L,3-5jt,5
3181,39,P,1-3jt,4
3182,37,P,1-3jt,3
3183,59,L,3-5jt,1
3184,47,P,5-10jt,1
3185,59,L,3-5jt,5
3186,60,P,1-3jt,4
3187,60,L,3-5jt,4
3188,59,L,1-3jt,3
3189,40,L,1-3jt,6
3190,28,P,3-5jt,1
3191,52,P,1-3jt,0
3192,57,L,3-5jt,4
3193,19,L,1-3jt,0
3194,22,L,3-5jt,0
3195,56,L,3-5jt,4
3196,59,L,5-10jt,3
3197,46,P,1-3jt,1
3198,47,L,1-3jt,6
3199,30,P,5-10jt,0
3200,52,P,3-5jt,5
3201,57,L,1-3jt,5
3202,56,P,1-3jt,1
3203,46,P,1-3jt,3
3204,40,P,3-5jt,4
3205,60,L,3-5jt,3
3206,47,P,3-5jt,4
3207,47,P,3-5jt,0
3208,48,P,5-10jt,2
3209,25,L,3-5jt,5
3210,35,P,3-5jt,1
3211,48,P,3-5jt,3
3212,25,P,1-3jt,3
3213,46,P,5-10jt,0
3214,53,L,1-3jt,0
3215,45,L,3-5jt,1
3216,53,P,3-5jt,4
3217,19,L,1-3jt,6
3218,28,P,1-3jt,6
3219,29,L,1-3jt,1
3220,41,L,3-5jt,6
3221,24,P,1-3jt,6
3222,42,L,5-10jt,0
3223,60,P,1-3jt,1
3224,40,P,3-5jt,0
3225,48,P,3-5jt,5
3226,60,L,3-5jt,0
3227,42,L,3-5jt,4
3228,20,P,3-5jt,2
3229,56,P,5-10jt,5
3230,23,L,5-10jt,3
3231,30,P,5-10jt,3
3232,45,L,3-5jt,1
3233,23,P,3-5jt,0
3234,36,P,3-5jt,4
3235,55,P,1-3jt,3
3236,57,P,5-10jt,1
3237,44,L,3-5jt,3
3238,33,L,1-3jt,2
3239,41,L,1-3jt,5
3240,55,L,1-3jt,6
3241,20,L,3-5jt,1
3242,30,L,1-3jt,4
3243,25,P,1-3jt,3
3244,60,L,3-5jt,0
3245,42,L,1-3jt,6
3246,36,L,5-10jt,2
3247,50,P,1-3jt,6
3248,34,L,3-5jt,6
3249,52,L,5-10jt,1
3250,43,L,1-3jt,0
3251,39,L,3-5jt,0
3252,30,P,3-5jt,2
3253,47,P,3-5jt,1
3254,28,L,1-3jt,0
3255,35,L,1-3jt,6
3256,49,P,3-5jt,6
3257,18,L,3-5jt,6
3258,42,P,1-3jt,5
3259,17,P,5-10jt,4
3260,19,L,1-3jt,2
3261,33,L,3-5jt,4
3262,24,L,3-5jt,1
3263,31,P,5-10jt,2
3264,43,P,5-10jt,4
3265,26,L,3-5jt,3
3266,58,P,3-5jt,2
3267,36,L,3-5jt,2
3268,56,P,1-3jt,0
3269,25,L,1-3jt,2
3270,31,P,1-3jt,1
3271,44,L,1-3jt,3
3272,31,P,5-10jt,2
3273,58,P,1-3jt,2
3274,41,L,3-5jt,0
3275,58,P,3-5jt,5
3276,39,P,5-10jt,5
3277,17,P,1-3jt,3
3278,20,P,3-5jt,3
3279,22,L,1-3jt,4
3280,22,L,3-5jt,0
3281,60,P,1-3jt,2
3282,38,P,1-3jt,6
3283,57,L,1-3jt,0
3284,40,L,3-5jt,0
3285,28,L,5-10jt,5
3286,39,L,5-10jt,2
3287,43,P,5-10jt,1
3288,41,L,1-3jt,3
3289,36,L,1-3jt,0
3290,23,L,1-3jt,2
3291,48,L,1-3jt,5
3292,51,P,1-3jt,5
3293,19,P,3-5jt,4
3294,43,L,5-10jt,1
3295,44,P,1-3jt,0
3296,32,L,5-10jt,1
3297,53,P,3-5jt,5
3298,30,L,3-5jt,6
3299,56,P,5-10jt,5
3300,48,L,5-10jt,6
3301,47,L,1-3jt,3
3302,47,L,1-3jt,1
3303,21,P,1-3jt,0
3304,47,P,5-10jt,2
3305,23,P,5-10jt,3
3306,40,L,3-5jt,5
3307,52,P,5-10jt,3
3308,55,P,1-3jt,0
3309,43,P,5-10jt,2
3310,20,P,3-5jt,5
3311,45,P,3-5jt,6
3312,47,L,1-3jt,2
3313,53,P,5-10jt,5
3314,40,L,1-3jt,0
3315,58,P,3-5jt,2
3316,36,P,5-10jt,5
3317,30,L,1-3jt,5
3318,34,L,3-5jt,4
3319,52,P,5-10jt,5
3320,49,L,5-10jt,2
3321,50,L,3-5jt,0
3322,29,P,1-3jt,0
3323,17,P,5-10jt,5
3324,41,P,3-5jt,4
3325,27,L,3-5jt,6
3326,49,P,5-10jt,2
3327,29,L,5-10jt,0
3328,57,L,1-3jt,5
3329,19,P,5-10jt,6
3330,31,L,1-3jt,4
3331,34,L,1-3jt,6
3332,37,P,3-5jt,1
3333,43,L,3-5jt,0
3334,50,L,1-3jt,0
3335,46,L,5-10jt,5
3336,32,P,5-10jt,5
3337,19,L,5-10jt,3
3338,41,P,5-10jt,3
3339,24,P,5-10jt,5
3340,33,L,1-3jt,2
3341,52,P,3-5jt,5
3342,25,P,3-5jt,0
3343,59,P,5-10jt,3
3344,56,P,3-5jt,1
3345,23,L,5-10jt,3
3346,21,L,1-3jt,6
3347,26,L,5-10jt,2
3348,35,P,5-10jt,5
3349,20,P,1-3jt,0
3350,59,L,3-5jt,6
3351,44,P,5-10jt,4
3352,43,P,3-5jt,6
3353,28,L,5-10jt,6
3354,59,P,3-5jt,2
3355,60,P,3-5jt,3
3356,49,P,3-5jt,3
3357,47,L,3-5jt,1
3358,40,L,1-3jt,6
3359,40,L,5-10jt,6
3360,36,L,1-3jt,2
3361,44,P,5-10jt,3
3362,40,P,3-5jt,0
3363,37,P,5-10jt,4
3364,56,P,5-10jt,2
3365,48,P,1-3jt,5
3366,42,L,5-10jt,5
3367,40,L,1-3jt,2
3368,47,P,1-3jt,1
3369,44,P,1-3jt,5
3370,53,L,3-5jt,0
3371,50,L,5-10jt,0
3372,35,L,3-5jt,6
3373,34,P,3-5jt,2
3374,26,P,5-10jt,2
3375,34,L,1-3jt,1
3376,50,L,1-3jt,3
3377,37,L,5-10jt,4
3378,50,P,1-3jt,0
3379,23,P,1-3jt,6
3380,22,P,1-3jt,1
3381,36,P,1-3jt,5
3382,41,P,3-5jt,1
3383,30,P,3-5jt,5
3384,51,L,3-5jt,6
3385,31,L,5-10jt,1
3386,49,L,1-3jt,4
3387,42,P,5-10jt,1
3388,29,L,5-10jt,3
3389,25,P,3-5jt,1
3390,27,P,3-5jt,0
3391,39,P,3-5jt,0
3392,35,P,3-5jt,1
3393,58,P,5-10jt,0
3394,57,P,5-10jt,2
3395,18,L,3-5jt,2
3396,30,P,1-3jt,5
3397,57,P,5-10jt,3
3398,48,L,1-3jt,6
3399,27,L,5-10jt,4
3400,55,L,5-10jt,3
3401,31,L,3-5jt,3
3402,28,L,5-10jt,1
3403,22,P,5-10jt,1
3404,24,L,1-3jt,4
3405,53,L,3-5jt,3
3406,17,L,1-3jt,3
3407,19,P,1-3jt,4
3408,42,L,1-3jt,5
3409,38,L,1-3jt,6
3410,29,L,5-10jt,1
3411,60,P,3-5jt,4
3412,55,L,5-10jt,2
3413,22,L,5-10jt,0
3414,21,P,3-5jt,1
3415,22,L,3-5jt,4
3416,23,L,3-5jt,4
3417,42,P,5-10jt,6
3418,33,L,5-10jt,6
3419,44,L,5-10jt,0
3420,45,P,3-5jt,2
3421,50,P,1-3jt,3
3422,59,L,5-10jt,1
3423,47,L,5-10jt,0
3424,50,P,5-10jt,1
3425,34,P,3-5jt,5
3426,38,P,5-10jt,4
3427,44,P,1-3jt,5
3428,57,L,1-3jt,5
3429,30,P,1-3jt,0
3430,22,L,3-5jt,2
3431,48,L,5-10jt,1
3432,29,P,3-5jt,3
3433,39,P,1-3jt,6
3434,57,P,1-3jt,4
3435,60,L,5-10jt,2
3436,35,L,5-10jt,6
3437,31,L,5-10jt,4
3438,56,L,3-5jt,3
3439,43,L,5-10jt,2
3440,43,P,3-5jt,2
3441,33,L,1-3jt,0
3442,52,P,5-10jt,1
3443,23,L,5-10jt,6
3444,31,L,5-10jt,1
3445,55,L,1-3jt,3
3446,30,L,5-10jt,4
3447,25,L,5-10jt,1
3448,23,P,5-10jt,0
3449,55,P,5-10jt,3
3450,25,L,1-3jt,1
3451,27,L,5-10jt,0
3452,18,L,5-10jt,0
3453,37,P,5-10jt,0
3454,36,P,3-5jt,1
3455,22,L,1-3jt,5
3456,29,P,1-3jt,6
3457,20,P,3-5jt,4
3458,53,P,1-3jt,3
3459,60,P,1-3jt,3
3460,18,L,1-3jt,4
3461,19,L,5-10jt,5
3462,44,L,3-5jt,6
3463,49,L,3-5jt,0
3464,52,P,5-10jt,2
3465,23,L,5-10jt,0
3466,41,L,1-3jt,2
3467,53,P,1-3jt,1
3468,39,P,1-3jt,4
3469,55,L,3-5jt,5
3470,19,L,1-3jt,5
3471,44,L,5-10jt,5
3472,50,P,1-3jt,1
