,Usia,Gender,Gaji,Jumlah Anak
2533,48,P,1-3jt,0
2534,23,P,5-10jt,1
2535,38,P,5-10jt,3
2536,32,P,3-5jt,6
2537,56,L,3-5jt,3
2538,48,L,5-10jt,4
2539,40,P,3-5jt,6
2540,36,P,1-3jt,0
2541,53,L,1-3jt,2
2542,30,L,3-5jt,2
2543,25,L,5-10jt,1
2544,36,P,1-3jt,3
2545,27,L,3-5jt,3
2546,41,P,1-3jt,5
2547,33,P,3-5jt,3
2548,29,P,3-5jt,1
2549,35,L,3-5jt,4
2550,45,P,5-10jt,0
2551,43,L,3-5jt,2
2552,44,L,3-5jt,6
2553,46,P,1-3jt,4
2554,33,P,5-10jt,5
2555,39,P,5-10jt,5
2556,32,P,1-3jt,4
2557,41,L,1-3jt,5
2558,60,P,1-3jt,2
2559,28,P,1-3jt,5
2560,26,L,3-5jt,4
2561,20,L,5-10jt,4
2562,60,P,1-3jt,5
2563,26,P,5-10jt,2
2564,54,P,5-10jt,1
2565,32,L,5-10jt,1
2566,29,L,1-3jt,0
2567,39,P,1-3jt,4
2568,42,L,3-5jt,6
2569,40,P,3-5jt,2
2570,47,P,5-10jt,5
2571,21,L,1-3jt,3
2572,50,L,5-10jt,2
2573,31,L,1-3jt,2
2574,27,L,3-5jt,0
2575,51,P,5-10jt,2
2576,20,L,5-10jt,0
2577,25,P,5-10jt,2
2578,41,L,1-3jt,3
2579,37,L,3-5jt,2
2580,41,P,1-3jt,0
2581,58,L,3-5jt,6
2582,55,L,5-10jt,0
2583,50,L,3-5jt,0
2584,43,P,3-5jt,4
2585,26,P,3-5jt,3
2586,21,P,1-3jt,3
2587,20,L,3-5jt,0
2588,54,L,1-3jt,5
2589,30,L,5-10jt,4
2590,36,L,3-5jt,4
2591,51,L,3-5jt,1
2592,21,L,5-10jt,3
2593,50,P,1-3jt,3
2594,51,L,5-10jt,3
2595,34,L,1-3jt,5
2596,50,P,5-10jt,1
2597,18,L,3-5jt,0
2598,27,P,5-10jt,5
2599,56,L,5-10jt,2
2600,36,L,3-5jt,2
2601,40,P,3-5jt,1
2602,22,L,5-10jt,1
2603,17,L,1-3jt,0
2604,58,L,5-10jt,0
2605,59,L,3-5jt,5
2606,56,P,3-5jt,2
2607,30,L,5-10jt,6
2608,40,L,5-10jt,3
2609,53,L,1-3jt,2
2610,54,P,1-3jt,2
2611,42,P,5-10jt,2
2612,51,L,1-3jt,2
2613,54,L,1-3jt,4
2614,19,L,1-3jt,4
2615,26,L,5-10jt,4
2616,31,P,3-5jt,3
2617,28,P,3-5jt,1
2618,56,L,3-5jt,5
2619,36,P,1-3jt,6
2620,58,L,3-5jt,0
2621,18,L,1-3jt,2
2622,36,L,5-10jt,6
2623,42,L,1-3jt,3
2624,23,P,3-5jt,1
2625,41,L,5-10jt,6
2626,44,P,3-5jt,3
2627,50,L,3-5jt,1
2628,28,P,5-10jt,4
2629,34,L,3-5jt,6
2630,60,P,5-10jt,3
2631,52,P,3-5jt,2
2632,49,L,3-5jt,0
2633,48,L,3-5jt,5
2634,45,P,3-5jt,4
2635,24,P,3-5jt,1
2636,60,P,1-3jt,4
2637,30,P,3-5jt,6
2638,30,L,3-5jt,5
2639,46,P,3-5jt,4
2640,44,L,1-3jt,4
2641,37,L,1-3jt,4
2642,20,L,5-10jt,2
2643,42,P,3-5jt,1
2644,28,L,3-5jt,1
2645,23,P,5-10jt,5
2646,26,L,1-3jt,6
2647,29,P,1-3jt,4
2648,27,P,3-5jt,1
2649,32,P,1-3jt,6
2650,54,L,1-3jt,3
2651,25,L,1-3jt,5
2652,50,L,1-3jt,2
2653,51,P,5-10jt,2
2654,18,L,1-3jt,4
2655,37,P,3-5jt,0
2656,59,P,3-5jt,1
2657,35,L,3-5jt,1
2658,47,L,3-5jt,1
2659,30,P,5-10jt,1
2660,43,P,1-3jt,2
2661,39,L,5-10jt,2
2662,33,L,3-5jt,3
2663,21,P,5-10jt,6
2664,35,L,3-5jt,6
2665,55,L,3-5jt,4
2666,38,P,1-3jt,2
2667,60,L,3-5jt,4
2668,23,P,1-3jt,2
2669,46,P,3-5jt,6
2670,50,P,5-10jt,2
2671,25,P,3-5jt,0
2672,50,L,3-5jt,3
2673,44,L,3-5jt,3
2674,19,P,1-3jt,5
2675,32,L,5-10jt,3
2676,24,L,5-10jt,2
2677,17,P,1-3jt,5
2678,43,P,3-5jt,6
2679,48,L,1-3jt,2
2680,27,L,5-10jt,4
2681,57,L,3-5jt,2
2682,56,P,3-5jt,2
2683,51,L,1-3jt,1
2684,53,P,1-3jt,0
2685,18,L,5-10jt,0
2686,45,L,1-3jt,5
2687,48,P,3-5jt,0
2688,23,L,1-3jt,1
2689,20,P,3-5jt,3
2690,24,P,1-3jt,0
2691,60,L,3-5jt,1
2692,17,P,1-3jt,6
2693,38,P,1-3jt,0
2694,27,L,1-3jt,2
2695,23,P,1-3jt,6
2696,54,P,5-10jt,1
2697,42,P,3-5jt,2
2698,19,P,1-3jt,3
2699,32,L,5-10jt,1
2700,24,L,3-5jt,1
2701,18,L,1-3jt,2
2702,39,P,3-5jt,3
2703,24,P,1-3jt,1
2704,42,L,1-3jt,0
2705,36,L,1-3jt,5
2706,34,L,3-5jt,2
2707,28,P,1-3jt,6
2708,54,P,3-5jt,3
2709,40,L,5-10jt,2
2710,50,L,1-3jt,6
2711,55,L,1-3jt,5
2712,56,P,3-5jt,5
2713,30,P,1-3jt,4
2714,42,P,5-10jt,4
2715,28,L,1-3jt,5
2716,36,P,3-5jt,3
2717,53,P,5-10jt,3
2718,55,P,5-10jt,0
2719,18,P,1-3jt,6
2720,19,L,1-3jt,3
2721,25,P,5-10jt,0
2722,60,L,5-10jt,0
2723,21,P,5-10jt,6
2724,47,P,1-3jt,3
2725,49,P,5-10jt,0
2726,52,L,5-10jt,1
2727,50,L,1-3jt,0
2728,41,P,5-10jt,3
2729,46,L,5-10jt,6
2730,55,L,5-10jt,3
2731,55,P,3-5jt,1
2732,46,L,3-5jt,6
2733,45,P,5-10jt,5
2734,43,L,5-10jt,1
2735,28,L,5-10jt,3
2736,18,L,5-10jt,1
2737,39,P,3-5jt,3
2738,46,P,1-3jt,6
2739,53,P,1-3jt,1
2740,26,P,1-3jt,5
2741,39,L,1-3jt,0
2742,30,P,1-3jt,2
2743,59,P,1-3jt,2
2744,36,P,5-10jt,3
2745,59,P,5-10jt,5
2746,31,P,1-3jt,1
2747,45,L,3-5jt,4
2748,49,L,5-10jt,0
2749,31,L,5-10jt,2
2750,27,P,3-5jt,4
2751,46,P,1-3jt,4
2752,34,L,1-3jt,6
2753,52,P,3-5jt,6
2754,56,P,1-3jt,6
2755,59,P,5-10jt,4
2756,52,P,3-5jt,0
2757,41,P,1-3jt,6
2758,21,P,3-5jt,6
2759,29,P,3-5jt,5
2760,45,L,5-10jt,4
2761,44,L,5-10jt,0
2762,17,P,3-5jt,3
2763,50,L,5-10jt,5
2764,26,P,3-5jt,6
2765,30,L,5-10jt,1
2766,58,L,5-10jt,1
2767,43,P,3-5jt,2
2768,22,L,1-3jt,4
2769,57,L,1-3jt,1
2770,52,L,3-5jt,0
2771,42,P,3-5jt,3
2772,47,P,3-5jt,6
2773,30,P,5-10jt,3
2774,42,L,5-10jt,4
2775,42,L,3-5jt,4
2776,32,L,5-10jt,5
2777,47,P,3-5jt,1
2778,50,P,5-10jt,5
2779,43,P,3-5jt,5
2780,59,P,3-5jt,3
2781,21,P,5-10jt,5
2782,36,P,5-10jt,5
2783,51,L,3-5jt,5
2784,29,L,5-10jt,2
2785,45,L,1-3jt,4
2786,49,L,3-5jt,4
2787,21,L,5-10jt,1
2788,29,L,5-10jt,2
2789,36,L,5-10jt,4
2790,45,P,3-5jt,2
2791,37,L,5-10jt,6
2792,45,P,1-3jt,5
2793,23,P,5-10jt,0
2794,50,L,1-3jt,1
2795,59,L,3-5jt,4
2796,20,L,1-3jt,5
2797,22,L,5-10jt,5
2798,23,L,3-5jt,0
2799,43,P,5-10jt,3
2800,33,L,3-5jt,1
2801,50,L,5-10jt,0
2802,41,L,3-5jt,3
2803,28,P,5-10jt,2
2804,20,P,3-5jt,4
2805,29,P,1-3jt,5
2806,43,L,3-5jt,0
2807,45,P,3-5jt,6
2808,60,L,3-5jt,3
2809,36,L,1-3jt,3
2810,48,L,5-10jt,2
2811,26,L,1-3jt,5
2812,56,P,3-5jt,4
2813,35,L,3-5jt,4
2814,30,L,5-10jt,5
2815,49,L,1-3jt,2
2816,46,L,1-3jt,0
2817,31,L,1-3jt,3
2818,57,L,3-5jt,5
2819,47,L,1-3jt,6
2820,20,L,5-10jt,1
2821,41,P,5-10jt,4
2822,54,L,5-10jt,2
2823,24,P,1-3jt,6
2824,22,L,3-5jt,5
2825,41,P,1-3jt,1
2826,25,P,3-5jt,2
2827,49,P,5-10jt,6
2828,37,L,3-5jt,4
2829,21,L,3-5jt,0
2830,29,L,5-10jt,5
2831,31,L,1-3jt,5
2832,46,L,3-5jt,5
2833,46,P,1-3jt,6
2834,55,L,1-3jt,1
2835,57,P,3-5jt,0
2836,53,P,5-10jt,5
2837,58,P,5-10jt,3
2838,57,P,1-3jt,4
2839,49,L,5-10jt,5
2840,35,L,1-3jt,5
2841,26,P,5-10jt,4
2842,49,L,5-10jt,1
2843,26,P,3-5jt,4
2844,50,L,3-5jt,3
2845,34,L,1-3jt,3
2846,54,P,3-5jt,0
2847,17,L,3-5jt,6
2848,27,L,3-5jt,4
2849,55,L,5-10jt,0
2850,18,P,3-5jt,5
2851,40,L,5-10jt,0
2852,59,L,5-10jt,6
2853,22,L,5-10jt,5
2854,18,L,5-10jt,5
2855,48,L,3-5jt,6
2856,28,P,1-3jt,4
2857,19,P,3-5jt,5
2858,51,L,3-5jt,6
2859,27,P,3-5jt,1
2860,39,L,5-10jt,1
2861,19,P,3-5jt,4
2862,29,P,3-5jt,3
2863,53,L,3-5jt,1
2864,50,P,3-5jt,3
2865,25,P,5-10jt,6
2866,57,P,3-5jt,6
2867,49,L,3-5jt,5
2868,44,L,5-10jt,5
2869,19,L,3-5jt,6
2870,28,L,1-3jt,4
2871,37,L,5-10jt,5
2872,43,P,5-10jt,5
2873,33,P,5-10jt,5
2874,49,P,3-5jt,6
2875,59,L,5-10jt,1
2876,48,L,5-10jt,1
2877,40,P,5-10jt,0
2878,28,P,1-3jt,2
2879,38,P,1-3jt,1
2880,48,P,1-3jt,3
2881,42,P,5-10jt,0
2882,21,L,3-5jt,1
2883,54,P,1-3jt,3
2884,38,L,3-5jt,1
2885,34,P,3-5jt,1
2886,24,P,5-10jt,1
2887,36,P,3-5jt,0
2888,42,P,3-5jt,6
2889,49,P,3-5jt,6
2890,52,L,1-3jt,0
2891,32,P,5-10jt,1
2892,30,L,5-10jt,5
2893,57,P,3-5jt,1
2894,52,L,1-3jt,5
2895,32,L,1-3jt,4
2896,53,P,1-3jt,5
2897,24,P,1-3jt,6
2898,46,L,3-5jt,6
2899,56,L,3-5jt,5
2900,49,P,3-5jt,3
2901,59,L,5-10jt,6
2902,52,L,1-3jt,0
2903,55,P,5-10jt,5
2904,35,L,5-10jt,2
2905,29,L,1-3jt,0
2906,59,P,5-10jt,5
2907,18,L,1-3jt,0
2908,42,P,1-3jt,5
2909,28,L,3-5jt,6
2910,32,P,1-3jt,5
2911,20,P,1-3jt,5
2912,27,L,3-5jt,2
2913,46,L,5-10jt,3
2914,23,L,5-10jt,0
2915,42,P,5-10jt,2
2916,45,L,5-10jt,5
2917,32,L,3-5jt,2
2918,49,P,5-10jt,5
2919,36,L,1-3jt,1
2920,56,L,1-3jt,6
2921,47,L,3-5jt,6
2922,35,P,5-10jt,6
2923,46,L,1-3jt,4
2924,51,P,3-5jt,0
2925,29,L,1-3jt,5
2926,44,L,1-3jt,3
2927,53,L,5-10jt,3
2928,43,P,5-10jt,0
2929,19,P,3-5jt,6
2930,36,L,3-5jt,0
2931,35,P,1-3jt,3
2932,26,L,1-3jt,5
2933,53,L,5-10jt,2
2934,28,L,5-10jt,4
2935,27,L,5-10jt,3
2936,39,L,3-5jt,3
2937,55,L,3-5jt,4
2938,58,P,5-10jt,2
2939,56,L,3-5jt,5
2940,24,P,1-3jt,6
2941,34,P,3-5jt,0
2942,54,L,3-5jt,6
2943,30,L,1-3jt,3
2944,48,P,3-5jt,5
2945,35,L,5-10jt,0
2946,23,L,3-5jt,4
2947,37,P,1-3jt,1
2948,19,P,5-10jt,2
2949,51,L,5-10jt,2
2950,19,L,1-3jt,5
2951,23,P,1-3jt,4
2952,50,L,1-3jt,3
2953,57,P,5-10jt,6
2954,47,L,1-3jt,5
2955,58,L,1-3jt,2
2956,33,P,5-10jt,5
2957,47,L,1-3jt,0
2958,48,L,1-3jt,5
2959,40,P,3-5jt,5
2960,42,P,3-5jt,2
2961,52,P,3-5jt,1
2962,37,P,3-5jt,3
2963,27,P,1-3jt,5
2964,52,P,1-3jt,4
2965,37,L,3-5jt,3
2966,47,L,5-10jt,0
2967,52,L,3-5jt,2
2968,26,P,1-3jt,0
2969,41,P,3-5jt,4
2970,43,L,5-10jt,5
2971,52,P,1-3jt,1
2972,21,L,3-5jt,1
2973,54,P,5-10jt,5
2974,21,P,3-5jt,3
2975,50,P,5-10jt,1
2976,41,L,3-5jt,5
2977,49,P,1-3jt,4
2978,52,P,1-3jt,3
2979,18,L,1-3jt,3
2980,34,P,5-10jt,5
2981,26,P,5-10jt,5
2982,28,L,3-5jt,1
2983,22,L,5-10jt,1
2984,17,P,5-10jt,1
2985,44,L,1-3jt,2
2986,42,L,3-5jt,4
2987,44,P,5-10jt,2
2988,38,P,1-3jt,4
2989,21,L,5-10jt,3
2990,32,L,3-5jt,4
2991,25,L,3-5jt,3
2992,22,P,5-10jt,5
2993,32,L,3-5jt,2
2994,35,L,3-5jt,2
2995,27,L,5-10jt,5
2996,48,P,5-10jt,3
2997,47,P,3-5jt,2
2998,17,L,5-10jt,5
2999,23,L,5-10jt,6
3000,22,P,5-10jt,1
3001,36,P,1-3jt,4
3002,44,P,5-10jt,5
3003,32,P,5-10jt,1
3004,39,L,3-5jt,4
3005,47,P,1-3jt,0
3006,39,L,5-10jt,1
3007,25,P,5-10jt,1
3008,30,L,5-10jt,1
3009,26,P,3-5jt,4
3010,33,P,1-3jt,4
3011,57,P,3-5jt,2
3012,24,L,5-10jt,1
3013,47,L,1-3jt,6
3014,42,P,5-10jt,2
3015,41,P,5-10jt,0
3016,55,L,3-5jt,6
3017,20,P,3-5jt,1
3018,50,P,5-10jt,1
3019,36,P,1-3jt,3
3020,42,P,1-3jt,6
3021,56,L,5-10jt,0
3022,40,P,3-5jt,5
3023,29,P,1-3jt,4
3024,41,L,1-3jt,6
3025,18,L,3-5jt,5
3026,54,P,3-5jt,1
3027,56,L,1-3jt,3
3028,32,L,3-5jt,0
3029,23,L,5-10jt,0
3030,28,P,3-5jt,3
3031,21,L,1-3jt,1
3032,18,L,1-3jt,4
3033,32,L,5-10jt,0
3034,52,L,3-5jt,1
3035,55,L,5-10jt,4
3036,24,L,3-5jt,0
3037,27,L,1-3jt,2
3038,40,L,1-3jt,6
3039,22,P,1-3jt,4
3040,40,L,3-5jt,3
3041,55,P,3-5jt,1
3042,49,L,5-10jt,3
3043,36,L,1-3jt,0
3044,40,P,1-3jt,6
3045,60,L,3-5jt,0
3046,45,L,5-10jt,4
3047,60,P,3-5jt,5
3048,49,P,5-10jt,5
3049,17,L,3-5jt,1
3050,44,L,5-10jt,1
3051,19,L,3-5jt,1
3052,43,L,5-10jt,2
3053,55,L,3-5jt,6
3054,40,L,3-5jt,0
3055,45,P,5-10jt,5
3056,29,L,5-10jt,6
3057,21,L,3-5jt,4
3058,56,L,5-10jt,4
3059,24,L,3-5jt,4
3060,25,P,3-5jt,6
3061,46,L,5-10jt,1
3062,21,P,3-5jt,1
3063,32,L,1-3jt,3
3064,46,P,3-5jt,4
3065,47,P,5-10jt,6
3066,39,P,3-5jt,6
3067,41,P,5-10jt,6
3068,56,L,1-3jt,5
3069,56,P,3-5jt,6
3070,48,P,5-10jt,2
3071,19,L,3-5jt,5
3072,48,L,5-10jt,0
3073,59,L,3-5jt,3
3074,24,P,3-5jt,1
3075,47,P,1-3jt,1
3076,40,P,1-3jt,6
3077,27,L,3-5jt,3
3078,41,P,5-10jt,3
3079,42,L,1-3jt,4
3080,27,P,1-3jt,4
3081,52,P,3-5jt,2
3082,36,L,5-10jt,6
3083,52,L,3-5jt,6
3084,39,P,3-5jt,4
3085,35,L,5-10jt,5
3086,34,P,3-5jt,6
3087,58,P,1-3jt,4
3088,47,L,5-10jt,0
3089,59,L,3-5jt,4
3090,51,P,1-3jt,2
3091,31,L,1-3jt,5
3092,54,L,3-5jt,0
3093,60,P,5-10jt,1
3094,46,L,3-5jt,0
3095,54,L,3-5jt,0
3096,58,P,5-10jt,4
3097,25,P,3-5jt,5
3098,58,L,3-5jt,0
3099,54,L,1-3jt,1
3100,52,P,1-3jt,2
3101,36,L,3-5jt,3
3102,44,L,5-10jt,6
3103,30,P,5-10jt,6
3104,28,L,5-10jt,3
3105,41,P,5-10jt,3
3106,22,L,3-5jt,6
3107,44,L,1-3jt,0
3108,51,P,1-3jt,4
3109,40,P,5-10jt,3
3110,40,L,3-5jt,3
3111,34,L,5-10jt,1
3112,48,L,3-5jt,0
3113,37,P,3-5jt,4
3114,57,P,1-3jt,2
3115,28,P,3-5jt,5
3116,47,P,5-10jt,1
3117,39,L,1-3jt,4
3118,52,L,5-10jt,5
3119,52,P,5-10jt,5
3120,39,P,5-10jt,2
3121,34,P,5-10jt,0
3122,22,P,5-10jt,2
3123,24,P,3-5jt,3
3124,46,P,5-10jt,1
3125,22,P,1-3jt,5
3126,26,P,1-3jt,5
3127,20,P,3-5jt,0
3128,35,L,1-3jt,4
3129,51,L,5-10jt,3
3130,23,L,5-10jt,4
3131,48,L,1-3jt,6
3132,21,P,1-3jt,5
3133,46,L,3-5jt,0
3134,30,L,1-3jt,3
3135,34,P,5-10jt,6
3136,58,L,1-3jt,4
3137,40,L,1-3jt,3
3138,31,P,1-3jt,3
3139,51,P,3-5jt,0
3140,22,L,5-10jt,5
3141,24,P,5-10jt,0
3142,31,L,5-10jt,0
3143,31,P,3-5jt,0
3144,45,L,3-5jt,6
3145,25,L,1-3jt,1
3146,57,L,3-5jt,1
3147,38,P,5-10jt,4
3148,57,L,1-3jt,5
3149,60,L,5-10jt,6
3150,45,P,1-3jt,4
3151,18,P,5-10jt,6
3152,58,P,1-3jt,1
3153,22,P,5-10jt,3
3154,59,L,5-10jt,1
3155,30,P,1-3jt,2
3156,23,L,1-3jt,1
3157,24,L,3-5jt,3
3158,41,L,5-10jt,5
3159,38,L,3-5jt,4
3160,51,L,3-5jt,1
3161,37,P,1-3jt,4
3162,25,L,5-10jt,3
3163,44,L,1-3jt,5
3164,30,L,5-10jt,5
3165,44,P,1-3jt,3
3166,34,P,3-5jt,0
3167,59,P,5-10jt,2
3168,22,L,5-10jt,1
3169,49,P,3-5jt,1
3170,50,L,3-5jt,1
3171,50,P,1-3jt,3
3172,53,P,5-10jt,4
3173,46,P,1-3jt,1
3174,60,L,1-3jt,4
3175,36,L,5-10jt,4
3176,24,P,5-10jt,1
3177,34,L,5-10jt,3
3178,59,L,3-5jt,6
3179,33,L,3-5jt,1
3180,31,L,1-3jt,0
3181,48,P,1-3jt,2
3182,53,P,3-5jt,5
3183,39,L,3-5jt,1
3184,35,P,5-10jt,5
3185,42,P,3-5jt,1
3186,29,L,1-3jt,0
3187,37,L,1-3jt,3
3188,33,P,3-5jt,6
3189,59,P,3-5jt,1
3190,46,P,3-5jt,2
3191,45,P,5-10jt,0
3192,19,P,3-5jt,5
3193,28,P,1-3jt,3
3194,51,L,3-5jt,3
3195,17,P,3-5jt,6
3196,57,L,5-10jt,5
3197,30,L,5-10jt,0
3198,18,L,5-10jt,4
3199,47,P,3-5jt,0
3200,31,P,1-3jt,4
3201,55,L,5-10jt,0
3202,58,L,3-5jt,3
3203,54,L,5-10jt,1
3204,57,L,5-10jt,2
3205,33,P,3-5jt,0
3206,47,P,3-5jt,0
3207,22,L,1-3jt,2
3208,51,P,5-10jt,2
3209,46,L,3-5jt,5
3210,40,L,3-5jt,4
3211,58,L,1-3jt,2
3212,41,L,1-3jt,4
3213,30,P,3-5jt,0
3214,35,P,5-10jt,6
3215,27,P,1-3jt,4
3216,35,L,1-3jt,1
3217,44,P,1-3jt,1
3218,53,P,5-10jt,1
3219,28,L,3-5jt,4
3220,18,L,1-3jt,4
3221,19,P,1-3jt,4
3222,19,L,3-5jt,6
3223,27,L,5-10jt,1
3224,23,P,3-5jt,4
3225,60,P,3-5jt,5
3226,45,L,5-10jt,1
3227,59,P,5-10jt,4
3228,30,P,3-5jt,5
3229,38,P,1-3jt,0
3230,41,P,5-10jt,0
3231,50,P,1-3jt,4
3232,34,P,3-5jt,3
3233,38,P,1-3jt,5
3234,43,L,1-3jt,4
3235,27,L,1-3jt,3
3236,17,L,1-3jt,5
3237,37,L,1-3jt,2
3238,39,L,5-10jt,3
3239,34,P,3-5jt,2
3240,44,P,1-3jt,0
3241,50,L,1-3jt,6
3242,21,P,1-3jt,4
3243,53,L,1-3jt,3
3244,54,L,3-5jt,3
3245,33,L,5-10jt,4
3246,56,P,3-5jt,6
3247,43,L,1-3jt,2
3248,18,L,5-10jt,0
3249,28,L,1-3jt,0
3250,31,P,1-3jt,2
3251,47,P,5-10jt,3
3252,55,L,3-5jt,3
3253,33,P,5-10jt,3
3254,41,L,5-10jt,0
3255,18,P,1-3jt,3
3256,56,P,3-5jt,2
3257,53,L,1-3jt,1
3258,50,P,5-10jt,4
3259,25,L,3-5jt,3
3260,23,L,3-5jt,0
3261,22,L,3-5jt,5
3262,32,L,1-3jt,3
3263,22,L,3-5jt,6
3264,54,P,1-3jt,5
3265,37,P,1-3jt,2
3266,21,P,1-3jt,1
3267,42,P,3-5jt,3
3268,38,L,5-10jt,2
3269,37,L,5-10jt,5
3270,52,P,3-5jt,1
3271,49,L,5-10jt,3
3272,56,L,5-10jt,4
3273,36,P,5-10jt,2
3274,22,L,1-3jt,1
3275,30,P,5-10jt,5
3276,21,L,1-3jt,0
3277,35,P,1-3jt,4
3278,23,P,3-5jt,1
3279,49,L,3-5jt,2
3280,29,L,1-3jt,0
3281,23,P,1-3jt,6
3282,35,L,3-5jt,5
3283,21,L,5-10jt,2
3284,27,P,3-5jt,4
3285,57,P,1-3jt,2
3286,49,L,3-5jt,6
3287,41,L,1-3jt,4
3288,42,L,3-5jt,5
3289,28,P,5-10jt,0
3290,39,L,1-3jt,2
3291,19,P,1-3jt,2
3292,17,L,5-10jt,5
3293,17,P,1-3jt,2
3294,24,L,5-10jt,0
3295,54,P,3-5jt,6
3296,51,L,3-5jt,5
3297,34,P,5-10jt,1
3298,42,L,5-10jt,4
3299,37,L,5-10jt,4
3300,18,P,5-10jt,1
3301,48,L,1-3jt,3
3302,22,L,1-3jt,1
3303,18,P,5-10jt,3
3304,60,P,5-10jt,5
3305,19,P,3-5jt,0
3306,42,P,5-10jt,4
3307,41,P,3-5jt,4
3308,47,L,5-10jt,0
3309,60,L,1-3jt,3
3310,23,P,3-5jt,5
3311,60,P,1-3jt,3
3312,47,P,3-5jt,5
3313,55,P,1-3jt,0
3314,44,P,5-10jt,0
3315,30,P,5-10jt,4
3316,58,L,3-5jt,4
3317,53,P,3-5jt,3
3318,22,L,3-5jt,1
3319,55,P,5-10jt,1
3320,34,L,1-3jt,2
3321,57,P,3-5jt,5
3322,36,L,5-10jt,1
3323,40,L,5-10jt,5
3324,38,P,3-5jt,3
3325,22,P,3-5jt,5
3326,52,P,1-3jt,5
3327,41,L,1-3jt,2
3328,22,P,3-5jt,1
3329,34,L,5-10jt,1
3330,21,P,3-5jt,4
3331,37,L,5-10jt,6
3332,40,P,1-3jt,1
3333,33,P,5-10jt,3
3334,37,L,3-5jt,4
3335,56,P,5-10jt,6
3336,45,L,5-10jt,0
3337,50,L,1-3jt,1
3338,33,P,1-3jt,1
3339,46,L,1-3jt,6
3340,38,L,5-10jt,0
3341,18,P,1-3jt,0
3342,43,P,1-3jt,2
3343,25,P,3-5jt,6
3344,50,L,3-5jt,6
3345,46,L,5-10jt,6
3346,22,P,3-5jt,6
3347,59,P,5-10jt,4
3348,55,L,3-5jt,5
3349,42,P,3-5jt,1
3350,39,L,1-3jt,6
3351,36,P,5-10jt,2
3352,35,L,1-3jt,6
3353,24,L,1-3jt,5
3354,37,L,1-3jt,3
3355,35,L,3-5jt,5
3356,38,P,5-10jt,2
3357,23,P,3-5jt,2
3358,45,P,5-10jt,5
3359,20,P,5-10jt,1
3360,56,P,5-10jt,2
3361,33,P,5-10jt,4
3362,22,L,1-3jt,4
3363,57,P,5-10jt,4
3364,49,P,1-3jt,3
3365,60,P,1-3jt,4
3366,31,P,5-10jt,1
3367,19,L,1-3jt,2
3368,26,P,5-10jt,1
3369,48,P,5-10jt,3
3370,20,L,1-3jt,2
3371,49,P,3-5jt,0
3372,49,L,5-10jt,6
3373,55,L,5-10jt,2
3374,32,P,5-10jt,3
3375,22,L,5-10jt,3
3376,53,L,1-3jt,0
3377,21,L,1-3jt,3
3378,27,P,1-3jt,2
3379,23,P,3-5jt,0
3380,39,P,1-3jt,2
3381,26,L,5-10jt,3
3382,30,L,5-10jt,5
3383,29,P,5-10jt,2
3384,26,L,5-10jt,5
3385,17,L,1-3jt,2
3386,38,P,1-3jt,6
3387,39,P,3-5jt,0
3388,24,P,1-3jt,2
3389,54,L,3-5jt,3
3390,35,P,3-5jt,1
3391,47,P,5-10jt,6
3392,46,L,3-5jt,3
3393,55,L,3-5jt,0
3394,27,P,5-10jt,6
3395,50,P,5-10jt,5
3396,20,L,5-10jt,0
3397,36,P,5-10jt,4
3398,58,P,3-5jt,3
3399,60,P,1-3jt,4
3400,31,L,1-3jt,2
3401,37,L,5-10jt,0
3402,54,L,5-10jt,3
3403,49,L,1-3jt,1
3404,38,L,1-3jt,3
3405,26,P,5-10jt,1
3406,55,L,1-3jt,0
3407,24,P,1-3jt,5
3408,43,L,3-5jt,2
3409,32,P,1-3jt,5
3410,26,P,3-5jt,5
3411,57,P,1-3jt,4
3412,49,L,3-5jt,5
3413,42,P,1-3jt,2
3414,40,L,3-5jt,3
3415,52,L,3-5jt,3
3416,22,L,1-3jt,6
3417,33,L,1-3jt,6
3418,47,L,5-10jt,6
3419,37,P,1-3jt,5
3420,60,L,1-3jt,2
3421,21,P,3-5jt,5
3422,57,P,5-10jt,6
3423,59,L,3-5jt,6
3424,55,P,5-10jt,2
3425,33,L,1-3jt,0
3426,59,P,3-5jt,3
3427,50,L,1-3jt,0
3428,54,P,5-10jt,4
3429,20,P,1-3jt,3
3430,48,L,1-3jt,2
3431,40,P,1-3jt,5
3432,39,L,1-3jt,4
3433,49,P,5-10jt,4
3434,25,L,3-5jt,1
3435,54,L,3-5jt,3
3436,55,L,5-10jt,0
3437,24,L,3-5jt,2
3438,28,P,1-3jt,0
3439,21,P,1-3jt,0
3440,52,L,5-10jt,2
3441,52,P,3-5jt,4
3442,46,P,1-3jt,1
3443,43,L,1-3jt,5
3444,25,P,3-5jt,5
3445,60,L,1-3jt,5
3446,60,L,1-3jt,3
3447,60,P,5-10jt,4
3448,58,P,1-3jt,4
3449,22,L,3-5jt,6
3450,54,P,5-10jt,0
3451,53,P,3-5jt,2
3452,25,L,3-5jt,5
3453,30,P,5-10jt,5
3454,49,L,1-3jt,0
3455,43,L,1-3jt,6
3456,37,P,1-3jt,4
3457,17,P,3-5jt,1
3458,57,L,5-10jt,4
3459,50,P,3-5jt,4
3460,52,P,1-3jt,2
3461,55,P,5-10jt,5
3462,59,L,5-10jt,1
3463,19,P,3-5jt,1
